handicap,swing_speed,driver_carry,shot_shape,goal,iron_miss,iron_feel,wedge_turf,divot_depth,driver_loft,shaft_flex,fairway_wood_loft,iron_category,wedge_bounce
13.2,89.4,229,Straight,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Deep,10.5,R,18,game-improvement,High
36.0,79.8,186,Straight,Forgiveness,Inconsistent,No preference,Normal,Deep,12,A,21,super-game-improvement,High
2.9,104.7,256,Hook,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,10.5,X,15,players-distance,High
28.3,60.0,131,Slice,Accuracy,Left/Right,Forged/Blade-like,Firm,Shallow,8,L,21,game-improvement,Low
29.3,76.8,178,Slice,Forgiveness,Inconsistent,No preference,Soft,Medium,12,A,15,super-game-improvement,High
9.3,110.9,249,Fade,Forgiveness,Left/Right,No preference,Normal,Medium,10.5,X,15,players-distance,Mid
36.0,77.6,198,Fade,Distance,Fat/Thin,Confidence-inspiring,Firm,Deep,12,A,21,players-distance,Mid
26.0,90.9,218,Draw,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,8,R,21,super-game-improvement,Mid
25.7,71.3,172,Slice,Forgiveness,Left/Right,No preference,Soft,Medium,12,L,21,super-game-improvement,High
17.3,94.5,240,Fade,Forgiveness,Inconsistent,No preference,Normal,Medium,10.5,R,21,super-game-improvement,Mid
15.0,85.7,216,Draw,Distance,Left/Right,No preference,Firm,Shallow,8,R,18,players-distance,Low
15.1,92.2,227,Draw,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Deep,10.5,R,16.5,players-cb,High
20.5,75.5,159,Straight,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Medium,12,A,21,super-game-improvement,Mid
29.6,69.4,154,Straight,Accuracy,Fat/Thin,Forged/Blade-like,Firm,Deep,12,L,21,game-improvement,Mid
18.6,81.9,179,Straight,Forgiveness,Left/Right,No preference,Firm,Medium,9,A,21,super-game-improvement,Low
8.8,104.2,254,Draw,Accuracy,Fat/Thin,No preference,Soft,Deep,9,S,15,players-cb,Low
24.4,85.5,203,Straight,Distance,Left/Right,No preference,Firm,Shallow,10.5,R,18,game-improvement,Low
25.3,80.8,172,Slice,Accuracy,Left/Right,No preference,Normal,Medium,10.5,A,18,super-game-improvement,Low
22.9,72.2,167,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,12,X,18,super-game-improvement,High
23.7,78.6,165,Straight,Distance,Fat/Thin,No preference,Firm,Deep,12,A,15,super-game-improvement,Mid
14.6,86.0,201,Slice,Forgiveness,Left/Right,No preference,Normal,Medium,12,R,21,players-cb,Mid
8.6,104.2,223,Slice,Distance,Left/Right,No preference,Firm,Medium,9,S,15,players-cb,Low
9.2,105.7,255,Draw,Accuracy,Left/Right,Forged/Blade-like,Soft,Shallow,9,X,15,blade,Mid
2.3,112.7,270,Straight,Accuracy,Consistent,Forged/Blade-like,Normal,Medium,8,X,15,blade,Mid
19.1,80.7,214,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,12,A,21,super-game-improvement,Mid
16.2,70.2,176,Slice,Accuracy,Left/Right,Confidence-inspiring,Soft,Medium,12,L,21,super-game-improvement,High
13.0,80.7,184,Hook,Distance,Left/Right,No preference,Normal,Medium,10.5,A,15,game-improvement,Mid
0.0,118.0,288,Straight,Accuracy,Fat/Thin,Forged/Blade-like,Firm,Deep,8,X,21,blade,Mid
5.8,98.5,213,Draw,Forgiveness,Left/Right,Forged/Blade-like,Normal,Medium,9,S,16.5,blade,Mid
27.1,71.6,156,Fade,Accuracy,Left/Right,Confidence-inspiring,Firm,Deep,8,L,21,super-game-improvement,Mid
11.0,106.8,255,Fade,Distance,Left/Right,Confidence-inspiring,Normal,Shallow,8,X,15,players-distance,Low
20.2,93.6,192,Slice,Accuracy,Inconsistent,No preference,Firm,Medium,10.5,R,16.5,super-game-improvement,Low
4.5,103.0,242,Fade,Accuracy,Inconsistent,No preference,Soft,Medium,9,S,16.5,blade,Low
29.9,71.6,155,Straight,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,L,21,super-game-improvement,Mid
15.7,89.0,210,Fade,Accuracy,Consistent,Forged/Blade-like,Firm,Medium,10.5,R,18,blade,Mid
19.6,87.1,191,Slice,Distance,Inconsistent,No preference,Soft,Deep,10.5,R,18,game-improvement,High
36.0,77.8,188,Slice,Distance,Left/Right,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
30.6,75.8,178,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,10.5,A,21,super-game-improvement,High
14.2,96.8,246,Draw,Forgiveness,Left/Right,Confidence-inspiring,Firm,Medium,9,R,16.5,game-improvement,Low
11.7,102.7,241,Straight,Forgiveness,Consistent,Forged/Blade-like,Normal,Shallow,9,S,21,blade,Low
14.1,83.6,186,Draw,Accuracy,Consistent,Confidence-inspiring,Normal,Deep,10.5,S,18,players-distance,High
21.6,88.4,205,Straight,Distance,Fat/Thin,Confidence-inspiring,Soft,Medium,10.5,R,18,super-game-improvement,High
16.1,87.4,188,Draw,Accuracy,Left/Right,Forged/Blade-like,Firm,Deep,10.5,R,18,super-game-improvement,Mid
13.4,75.0,182,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
30.2,60.0,149,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,L,21,super-game-improvement,Mid
16.0,82.5,226,Fade,Forgiveness,Consistent,Confidence-inspiring,Firm,Shallow,12,A,21,game-improvement,Low
36.0,70.3,157,Straight,Distance,Inconsistent,Confidence-inspiring,Normal,Medium,12,L,16.5,super-game-improvement,Mid
17.8,88.3,204,Straight,Accuracy,Left/Right,Forged/Blade-like,Firm,Medium,10.5,R,18,players-cb,Low
33.1,71.2,160,Draw,Distance,Fat/Thin,Confidence-inspiring,Normal,Deep,12,L,18,super-game-improvement,High
20.2,98.4,234,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Medium,9,S,16.5,super-game-improvement,Mid
25.7,69.6,169,Fade,Distance,Inconsistent,No preference,Firm,Medium,12,L,21,super-game-improvement,Low
10.5,95.7,224,Hook,Accuracy,Left/Right,No preference,Soft,Shallow,9,R,18,players-cb,Mid
9.3,99.4,248,Straight,Distance,Consistent,Forged/Blade-like,Firm,Deep,9,S,16.5,blade,Mid
21.1,78.6,177,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,12,A,21,players-cb,High
25.9,78.4,197,Slice,Distance,Left/Right,Confidence-inspiring,Soft,Medium,12,A,21,super-game-improvement,High
17.4,76.8,187,Hook,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Medium,12,A,21,blade,Mid
5.4,111.7,262,Straight,Accuracy,Left/Right,Forged/Blade-like,Firm,Medium,8,X,15,blade,Low
4.8,97.7,226,Fade,Accuracy,Consistent,Forged/Blade-like,Soft,Medium,12,S,16.5,blade,High
4.2,117.4,307,Draw,Accuracy,Consistent,No preference,Firm,Medium,8,X,15,blade,Low
1.1,106.5,240,Straight,Accuracy,Consistent,Confidence-inspiring,Firm,Medium,8,X,15,game-improvement,Low
18.0,94.5,226,Draw,Distance,Fat/Thin,Confidence-inspiring,Soft,Medium,10.5,R,16.5,game-improvement,Mid
27.1,76.5,170,Straight,Accuracy,Left/Right,Confidence-inspiring,Normal,Shallow,8,A,21,super-game-improvement,Low
16.9,88.3,231,Fade,Accuracy,Inconsistent,Confidence-inspiring,Soft,Medium,10.5,R,18,game-improvement,High
0.0,103.9,256,Fade,Distance,Fat/Thin,No preference,Firm,Shallow,12,S,16.5,blade,Low
15.3,91.2,206,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,12,R,21,super-game-improvement,High
15.5,92.4,224,Hook,Distance,Fat/Thin,No preference,Soft,Deep,10.5,R,16.5,players-distance,Low
35.9,61.2,147,Hook,Accuracy,Inconsistent,Confidence-inspiring,Soft,Deep,12,L,21,game-improvement,High
3.9,102.6,234,Draw,Distance,Left/Right,Forged/Blade-like,Normal,Deep,9,S,16.5,blade,High
13.5,88.2,217,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Medium,12,R,21,super-game-improvement,High
32.4,86.8,209,Draw,Distance,Left/Right,Confidence-inspiring,Firm,Deep,10.5,R,18,super-game-improvement,Mid
21.0,83.2,198,Straight,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Deep,12,X,18,super-game-improvement,High
22.1,93.4,219,Draw,Forgiveness,Left/Right,Confidence-inspiring,Firm,Medium,10.5,R,21,super-game-improvement,Low
18.0,85.9,207,Slice,Distance,Left/Right,Confidence-inspiring,Soft,Shallow,10.5,R,18,game-improvement,Mid
20.0,86.8,207,Fade,Accuracy,Left/Right,Forged/Blade-like,Soft,Medium,10.5,R,18,super-game-improvement,High
24.0,71.2,168,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Deep,12,L,21,super-game-improvement,Mid
9.7,93.7,212,Fade,Accuracy,Consistent,Forged/Blade-like,Soft,Medium,10.5,R,16.5,blade,High
24.9,80.8,212,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Medium,12,L,21,super-game-improvement,Low
4.6,113.8,254,Straight,Distance,Inconsistent,Forged/Blade-like,Normal,Shallow,8,X,15,blade,Low
20.0,86.6,209,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,R,21,players-distance,High
18.6,96.3,222,Hook,Forgiveness,Fat/Thin,Forged/Blade-like,Firm,Deep,12,R,16.5,players-distance,Mid
11.5,99.3,256,Slice,Forgiveness,Consistent,No preference,Normal,Shallow,9,S,16.5,players-cb,Low
16.8,100.1,223,Straight,Forgiveness,Fat/Thin,Forged/Blade-like,Soft,Medium,9,X,16.5,game-improvement,High
11.4,94.5,213,Fade,Forgiveness,Inconsistent,Forged/Blade-like,Normal,Medium,10.5,R,21,players-distance,Mid
7.4,116.2,260,Fade,Distance,Fat/Thin,Confidence-inspiring,Soft,Deep,8,X,15,players-distance,High
13.8,88.7,213,Draw,Forgiveness,Fat/Thin,No preference,Normal,Medium,12,R,21,game-improvement,Mid
7.1,94.5,204,Straight,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Medium,10.5,R,16.5,players-cb,Mid
19.9,76.6,174,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
6.6,116.7,246,Straight,Accuracy,Consistent,Forged/Blade-like,Normal,Shallow,8,A,15,blade,Low
23.4,86.8,207,Fade,Accuracy,Inconsistent,Forged/Blade-like,Soft,Deep,9,R,18,players-distance,Low
6.4,98.3,225,Draw,Forgiveness,Left/Right,Forged/Blade-like,Soft,Deep,9,S,16.5,players-cb,High
